Site,Date,Month,Year,Level (m ngvd29),SRP(mg/L),NH4,NO3,TDN,DOC(mg/L),Cl,SO4(mg/L),DON,Temp,Conductivity(mS/cm),DO (%),DO (mg/L),pH,Restoration day,prec
Midpoint,1/8/14,1,2014,1.1215,0.0025,0.0292,0.152,0.73,22.316,12.265,2.641,0.55,4.11,0.083,48.3,6.3,5.72,2507,0
Midpoint,1/15/14,1,2014,1.201,0.0025,0.0151,0.099,0.722,22.15,9.578,2.145,0.61,10.2,0.078,33,3.7,3.97,2514,0.254
Midpoint,2/7/14,2,2014,1.1667,0.0025,0.0025,0.108,0.634,22.296,9.835,2.049,0.52,3.57,0.07,62.7,8.35,5.42,2537,0
Outflow,2/27/07,2,2007,-0.6213,0.005,0.005,0.0031,0.52017,38.11057257,10.39,,0.51207,,0.084,,,,0,0
Outflow,3/6/07,3,2007,0.195,0.012,0.219,0.001,0.413875875,26.94607427,,,0.193875875,,,,,,7,0
Outflow,3/13/07,3,2007,0.103,0.0026,0.005,0.001,0.623560875,26.39200427,,,0.617560875,,,,,,14,0.254
Outflow,3/20/07,3,2007,0.0408,0.0316,0.005,0.001,1.287,52.71,,,1.281,,,,,,21,0
Outflow,3/27/07,3,2007,-0.0599,0.0208,0.001,0.0057,1.749,61.57,,,1.7423,,,,,,28,0
Outflow,4/3/07,4,2007,-0.0294,0.015,0.214,0.0038,2.427,63.97,,,2.2092,,,,,,35,0
Outflow,4/11/07,4,2007,-0.0808,0.00254,0.117,0.0097,2.063,72.65,,,1.9363,,,,,,43,0
Outflow,4/17/07,4,2007,0.2525,0.00135,0.02,0.001,1.95,57.02,,,1.929,15.84,0.056,87,,4.77,49,1.778
Outflow,4/24/07,4,2007,0.184,0.00141,0.017,0.001,1.673,50.77,,,1.655,19.49,0.06,78.2,,4.66,56,0
Outflow,5/1/07,5,2007,0.0988,0.00262,0.005,0.001,2.174,62.41,,,2.168,23.2,0.065,62.5,,5.35,63,0
Outflow,5/8/07,5,2007,0.02,0.00557,0.005,0.001,2.525,74.27,,,2.519,21.65,0.076,60.2,,5.33,70,0.508
Outflow,5/15/07,5,2007,0.0874,0.0252,0.116,0.001,1.847,65.88,,,1.73,,,,,,77,0
Outflow,5/22/07,5,2007,0.1005,0.03,0.122,0.001,1.883,61.82,,,1.76,,,,,,84,0
Outflow,5/30/07,5,2007,-0.0553,0.0207,0.0705,0.001,1.9145,59.205,,,1.843,29.7,0.083,44.2,,5.4,92,0
Outflow,6/5/07,6,2007,0.1313,0.0114,0.019,0.001,1.946,56.59,,,1.926,25.42,0.35,49.4,,5.94,98,1.016
Outflow,6/12/07,6,2007,0.0967,0.039125,0.0395,0.001,1.6995,57.34,,,1.659,,,,,,105,0
Outflow,6/19/07,6,2007,0.102,0.017,0.06,0.001,1.453,58.09,96.44,12.014,1.392,23.55,0.38,60.2,,5.72,112,1.524
Outflow,6/26/07,6,2007,0.0599,0.005,0.06,0.001,1.465,53.935,,,1.404,,,,,,119,0
Outflow,7/3/07,7,2007,-0.0193,0.019,0.05,0.001,1.477,49.78,166.11,17.57,1.426,24.85,0.566,49.6,,5.61,126,0
Outflow,7/10/07,7,2007,0.0285,0.02,0.05,0.001,1.231,42.06,310.069998,36.795,1.18,25.99,1.082,49.4,,6.71,133,0
Outflow,7/17/07,7,2007,0.0613,0.018,0.166,0.001,1.038,32.92,499.3238054,63.675,0.871,27.02,1.895,48.9,,6.84,140,0
Outflow,7/25/07,7,2007,-0.0119,0.014,0.05,0.001,1.181,31.9,518.8938,63.42,1.13,26,1.289,53,,6.57,148,0
Outflow,7/31/07,7,2007,-0.0085955,0.062,0.065,0.001,0.9856,28.085,508.3967,,0.9196,,,,,,154,8.89
Outflow,8/6/07,8,2007,0.0167,0.0417,0.065,0.001,0.9856,28.085,569.8484,,0.9196,,,,,,160,1.27
Outflow,8/13/07,8,2007,0.0024267,0.0414,0.065,0.001,0.9856,28.085,703.0019,,0.9196,,,,,,167,0
Outflow,8/22/07,8,2007,0.0535,0.005,0.08,0.005,0.7902,24.27,745.8266,114.886,0.7052,27.16,3.707,81.4,,5.88,176,22.098
Outflow,8/30/07,8,2007,0.0026571,0.015,0.06,0.003,0.8664,31.61,1020.0281,118.739,0.8034,25.99,3.845,78.2,,5.86,184,0
Outflow,9/5/07,9,2007,0.0245,0.001,0.0561,0.001,0.7437,29.18,1103.1946,123.773,0.6866,24.47,4.235,115.8,,6,190,0
Outflow,9/12/07,9,2007,0.0742,0.005,0.045,0.001,0.7164,25.64,1265.798,138.767,0.6704,25.82,4.71,125,,6.34,197,0
Outflow,9/18/07,9,2007,-0.0433,0.005,0.07,0.001,0.8174,24.84,1277.4723,141.227,0.7464,22.72,4.65,106.2,,5.64,203,0
Outflow,9/25/07,9,2007,0.0204,0.005,0.355,0.04,0.9184,24.04,1344.5773,137.606,0.5234,23.15,5,2.8,,6.13,210,0
Outflow,10/3/07,10,2007,0.0057997,0.005,0.505,0.02,1.287,30.4,1392.3723,168.101,0.762,22.66,5.083,13.65,,5.91,218,0
Outflow,10/10/07,10,2007,0.0829,0.005,0.133,0.06,1.2507,26.543,1764.9335,190.866,1.0577,24.6,6.307,6.2,,6.32,225,0
Outflow,10/17/07,10,2007,0.1054,0.005,0.077,0.06,0.8052,23.441,2003.5838,211.995,0.6682,20.24,7.019,22,,6.34,232,0
Outflow,10/24/07,10,2007,0.1053,0.005,0.202,0.001,1.6071,18.095,2400.5734,206.378,1.4041,25.5,8.065,66.8,,6.33,239,0
Outflow,11/1/07,11,2007,0.1171,0.005,0.613,0.02,1.2859,20.889,2396.5917,203.478,0.6529,16.8,7.693,17.4,,5.85,247,0
Outflow,11/7/07,11,2007,0.1258,0.005,1.18,0.02,1.7853,14.817,2405.8959,143.094,0.5853,13.16,7.669,70.3,,5.36,253,0
Outflow,11/14/07,11,2007,0.0222,0.005,3.12,0.05,3.5783,11.385,1875.6507,117.653,0.4083,12.4,7.611,18.4,,5.48,260,0
Outflow,11/20/07,11,2007,-0.0612,0.005,3.14,0.02,4.0491,13.343,1629.4279,213.741,0.8891,11.42,6.454,102.1,,4.57,266,0
Outflow,11/29/07,11,2007,-0.0573,0.005,2.82,0.05,3.3693,11.088,1663.4823,126,0.4993,11.35,6.116,70.1,,4.64,275,0
Outflow,12/6/07,12,2007,-0.1389,0.005,0.301,0.029,3.5,11.4,1688.1429,126.483,3.17,9.35,5.705,93.9,,4.24,282,0
Outflow,12/13/07,12,2007,-0.1393,0.00477,3.05,0.065682604,3.7158,11.825,1040.5878,119.065,0.600117396,18.01,5.664,100.2,,4.21,289,0
Outflow,12/23/07,12,2007,-0.1353,0.00418,2.65,0.059420227,3.7884,15.147,1045.0212,75.123,1.078979773,9.73,4.869,128.4,,3.68,299,0
Outflow,12/28/07,12,2007,0.013,0.00579,2.01,0.099857625,3.1163,14.41,1051.3495,109.413,1.006442375,10.86,4.758,92.8,,3.9,304,0
Outflow,1/4/08,1,2008,-0.1423,0.00464,2.94,0.050895538,3.7609,16.72,2001.5333,181.788,0.770004462,5.68,4.681,68.5,,3.56,311,0
Outflow,1/9/08,1,2008,-0.1778,0.005,2.73,0.050602332,4.0425,14.201,1277.9737,55.27,1.261897668,7.83,4.841,,,4.13,316,0
Outflow,1/16/08,1,2008,-0.1647,0.005,2.73,0.054923985,3.7653,12.364,191.3381,4.915,0.980376015,5.17,3.896,80.6,,3.24,323,0
Outflow,1/24/08,1,2008,-0.0734,0.005,2.49,0.055138239,3.2241,10.3642,860.9159,32.582,0.678961761,8.46,3.195,65.8,,3.66,331,2.794
Outflow,1/31/08,1,2008,0.0412,0.005,3.27,0.066742322,3.9644,10.4236,1252.0228,54.809,0.627657678,7.69,3.632,37.8,,3.7,338,0.254
Outflow,2/7/08,2,2008,-0.8755,0.00601,4.09,0.001,4.7751,14.696,1093.5257,25.939,0.6841,21.73,2.38,65.3,,3.44,345,0
Outflow,2/14/08,2,2008,-0.7999,0.00527,3.23,0.081719219,4.1899,17.006,814.2569,19.386,0.878180781,,2.257,,,,352,34.29
Outflow,2/21/08,2,2008,0.2095,0.00496,3.24,,3.7081,11.242,1041.8337,61.877,0.4681,,3.184,,,,359,0
Outflow,2/28/08,2,2008,0.237,0.005,1.72,0.094372411,1.9206,10.2839,732.6037,48.602,0.10622759,,1.771,,,,366,0
Outflow,3/7/08,3,2008,0.2126,0.00543,0.454,0.04987252,3.7081,,446.8316,23.168,3.20422748,,,,,,374,0
Outflow,3/13/08,3,2008,0.2053,0.00438,0.0786,,1.9206,,324.1748978,23.363,1.842,,0.859,,,,380,0
Outflow,3/20/08,3,2008,0.2766,0.00663,1.35,,,,208.5157496,2.672,,,1.13,,,,387,1.524
Outflow,3/27/08,3,2008,0.1782,0.005,0.769,,,,449.3614153,24.006,,,1.13,,,,394,0
Outflow,4/2/08,4,2008,0.1956,0.005,1.22,0.037905714,1.84,18.18,911.1341939,47.542,0.582094286,,1.211,,,,400,2.794
Outflow,4/9/08,4,2008,0.3614,0.00391,0.005,0.0005,1.219,32.64,82.08596716,12.973,1.2135,,0.269,,,,407,0.254
Outflow,4/17/08,4,2008,0.2654,0.016,0.119,0.049528199,2.608323,39.93456,95.40556914,15.203,2.439794801,15.73,0.32,16.9,,3.96,415,0
Outflow,4/24/08,4,2008,0.4647,0.0192,0.445,0.040083624,2.499665,34.09978,152.8869334,15.526,2.014581376,20.86,0.279,20.4,,5.03,422,0
Outflow,5/1/08,5,2008,0.4402,0.0335,0.314,0.031782902,2.608323,43.32742,97.4089249,16.41,2.262540098,20.58,0.189,10.7,,4.11,429,0
Outflow,5/7/08,5,2008,0.38,0.0268,0.614,0.0005,2.748,50.8,51.82278127,11.279,2.1335,20.14,0.188,3.8,,3.98,435,0.254
Outflow,5/15/08,5,2008,0.3726,0.0426,1.23,0.0005,3.546,58.71,76.83944153,15.647,2.3155,16.55,0.289,4.9,,2.33,443,0
Outflow,5/22/08,5,2008,0.3993,0.0341,1.47,0.04274059,3.726,49.87,548.779772,62.034,2.21325941,19.22,4.27,4.4,,5.74,450,0.254
Outflow,5/29/08,5,2008,0.3117,0.0417,1.68,0.03791478,3.814,51.74,330.6507592,31.208,2.09608522,17.69,0.642,13.6,,3.4,457,11.176
Outflow,6/5/08,6,2008,0.2647,0.0196,1.32,0.0005,3.61,49.33,314.167159,21.762,2.2895,20.49,0.947,3.7,,3.99,464,0
Outflow,6/12/08,6,2008,0.1824,0.0025,1.45,0.0005,3.644,44.79,331.2154056,24.887,2.1935,22.59,1.06,2.1,,5.09,471,0
Outflow,6/19/08,6,2008,0.1745,0.005,1.27,0.070951139,3.117,43,421.5057565,39.719,1.776048861,22.94,3.893,2.6,,6.11,478,0
Outflow,6/26/08,6,2008,0.2262,0.005,0.959,0.05876531,2.214,31.49,1648.771334,189.393,1.19623469,,,,,,485,0
Outflow,7/3/08,7,2008,0.2018,0.0033,0.565,0.047445905,1.212,17.87,2612.812248,316.174,0.599554095,26.66,9.641,11.5,,6.02,492,0
Outflow,7/10/08,7,2008,0.2724,0.005,0.164,0.04644281,0.8349,15.39,3630.106529,501.369,0.62445719,26.29,10.28,49,,6.28,499,12.192
Outflow,7/17/08,7,2008,0.1592,0.005,1.28,0.02731708,1.943,13.27,2802.204237,306.599,0.63568292,27.26,8.558,51.7,,5.73,506,0
Outflow,7/24/08,7,2008,0.2861,0.005,0.21,0.050087391,0.7636,14.96,2305.966755,310.685,0.503512609,27.32,10.49,4.6,,6.14,513,9.652
Outflow,7/31/08,7,2008,0.2599,0.005,0.0752,0.046928743,0.7004,15.41,3445.13715,438.382,0.578271257,28.52,10.75,5.2,,6.42,520,1.778
Outflow,8/7/08,8,2008,0.2515,0.005,0.557,0.051931777,1.356,18.25,2947.688652,379.75,0.747068223,29.34,10.97,6.3,,5.9,527,0
Outflow,8/14/08,8,2008,0.2399,0.005,1.08,0.123505138,,,3735.9373,470.287,,24.66,10.85,26.1,,5.63,534,3.302
Outflow,8/22/08,8,2008,-1.0109,0.005,5.92,0.050032183,6.874,21.87,386.9872156,53.011,0.903967817,,4.85,,,,542,0
Outflow,8/28/08,8,2008,-0.7408,0.005,7.6,0.058462007,8.961,35.6,2067.332944,145.996,1.302537993,,3.83,,,,548,23.622
Outflow,9/4/08,9,2008,0.467,0.005,2.54,0.063062528,3.451,18.74,2845.610745,320.687,0.847937472,25.34,9.286,14.4,,5.19,555,0
Outflow,9/11/08,9,2008,0.5616,0.005,1.37,0.04714348,1.99,14.96,1079.916079,117.639,0.57285652,,,,,,562,1.777996537
Outflow,9/18/08,9,2008,0.5063,0.005,1.59,0.082774874,3.391154,14.76,2942.073234,338.376,1.718379126,24.1,8.632,87.2,,4.37,569,0
Outflow,9/25/08,9,2008,0.3984,0.005,4.05,0.148063429,6.18506,14.66,2234.771873,164.48,1.986996571,20.29,7.221,57,,4.1,576,0
Outflow,10/2/08,10,2008,0.6252,0.005,0.351,0.07655565,1.802528,15.86,3340.124429,430.315,1.37497235,21.93,10.36,23.6,,6.33,583,11.684
Outflow,10/8/08,10,2008,0.5335,0.005,1.53,0.087758571,3.095414,12.81,3462.929866,386.541,1.477655429,18.54,9.122,105.8,,4.99,589,0
Outflow,10/16/08,10,2008,0.501,0.005,2.62,0.060575267,4.07303,11.87,2600.497791,237.465,1.392454733,20.95,8.288,32.4,,4.99,597,0
Outflow,10/23/08,10,2008,0.516,0.005,3.77,0.069796451,4.403,8.654,2510.359316,209.09,0.563203549,15.23,7.788,54.4,,4.29,604,0
Outflow,10/30/08,10,2008,0.5539,0.005,2.38,0.063899724,2.117,6.863,1320.321144,114.745,,12.54,9.219,61.1,,6.51,611,0
Outflow,11/6/08,11,2008,0.5615,0.005,3.23,0.109640309,3.709,8.211,2309.257494,217.06,0.369359691,15.24,7.609,27.6,,3.47,618,28.956
Outflow,11/14/08,11,2008,0.5553,0.005,2.88,0.118595746,3.082,6.268,425.9489604,30.78,0.083404254,14.09,6.658,61.8,,3.75,626,7.112000138
Outflow,11/20/08,11,2008,0.504,0.005,1.52,0.065264816,3.413,7.851,1796.633361,121.804,1.827735184,9.09,6.39,83.3,,4.27,632,0.254000013
Outflow,11/26/08,11,2008,0.4576,0.005,3.69,0.0682146,3.999,6.918,1838.510773,129.936,0.2407854,10.92,6.376,30.2,,4.35,638,0
Outflow,12/4/08,12,2008,0.5362,0.005,2.68,0.124629466,3.237,7.887,,,0.432370534,8.46,6.124,69.2,,4.53,646,0
Outflow,12/10/08,12,2008,0.398,0.005,2.96,0.070335832,3.451,9.586,1157.290576,148.276,0.420664168,9.13,5.832,52.8,,4.48,652,0.76200004
Outflow,12/18/08,12,2008,0.5163,0.005,1.9,0.081759262,2.082,8.534,1035.757631,32.72,0.100240738,12.25,4.369,99.6,,3.58,660,0.508000026
Outflow,12/25/08,12,2008,0.4744,0.005,1.85,0.077964068,2.087,11.21,1827.65739,62.333,0.159035932,10.23,4.153,58.6,,4.43,667,2.540000074
Outflow,1/3/09,1,2009,0.3899,0.005,2.47,0.082545807,2.59,6.771,983.762316,39.238,0.037454193,8.87,3.753,50.3,,4.97,676,0.254000013
Outflow,1/8/09,1,2009,0.4672,0.005,1.95,0.092247891,2.391,11.46,789.917028,36.114,0.348752109,10.69,3.77,32,,4.19,681,0
Outflow,1/15/09,1,2009,0.4796,0.005,1.87,0.086678378,2.12,9.233,737.160324,33.612,0.163321622,9.99,3.84,27.4,,5.39,688,0.254000013
Outflow,1/23/09,1,2009,0.461,0.005,1.45,0.027652267,1.924,8.755,644.729076,23.603,0.446347733,8.01,3.542,29.9,,5.71,696,0
Outflow,1/29/09,1,2009,0.4571,0.005,1.87,0.073066168,2.367,7.774,878.978364,47.203,0.423933832,9.3,2.978,64.6,,4.59,702,0.254000013
Outflow,2/5/09,2,2009,0.396,0.005,1.43,0.005968798,1.798,7.476,753.080592,26.794,0.362031202,7.7,2.934,64.8,,5.31,709,0
Outflow,2/12/09,2,2009,0.3934,0.005,1.82,0.00525899,2.097,6.893,924.248316,32.186,0.27174101,11.53,3.119,78.5,,4.29,716,0
Outflow,2/18/09,2,2009,0.3433,0.005,1.79,0.0195764,2.12,6.48,1005.12948,34.92,0.3104236,7.82,2.807,82.2,,4.27,722,8.636000101
Outflow,2/26/09,2,2009,0.339,0.005,1.95,0.0005,2.109,4.818,1021.119636,34.177,0.1585,7.41,3.227,112.6,,4.88,730,0
Outflow,3/5/09,3,2009,0.4867,0.0025,0.5,0.082734372,1.284,15.24,276.6783984,15.324,0.701265628,8.19,3.256,69.9,,5.31,737,0.254000013
Outflow,3/12/09,3,2009,0.4942,0.0025,1.05,0.07435189,1.441,8.79,722.500224,29.148,0.31664811,14.87,2.444,98.6,,4.75,744,0.254000013
Outflow,3/19/09,3,2009,0.5458,0.0025,0.406,0.077454938,0.9523,14.7,280.8384816,12.755,0.468845062,11.16,2.472,58.5,,4.71,751,0
Outflow,3/25/09,3,2009,0.5016,0.0025,0.709,0.061301397,0.9257,10.56,378.7716624,14.483,0.155398603,10.73,1.162,104,,3.56,757,0.254000013
Outflow,4/2/09,4,2009,0.6717,0.0025,0.357,0.07144836,1.248,20.76,301.0129632,14.099,0.81955164,15.02,2.195,60.3,,4.25,765,2.794000146
Outflow,4/8/09,4,2009,0.6542,0.0071,0.407,0.045404639,1.278,19.2,350.133744,14.834,0.825595361,15.75,1.094,86,,5.11,771,0
Outflow,4/16/09,4,2009,0.6002,0.0079,0.0199,0.041382603,0.7284,15.81,264.7952544,9.38,0.667117397,13.87,0.84,115.5,,4.08,779,0
Outflow,4/22/09,4,2009,0.5864,0.00283,0.0204,0.030016788,1.183717013,18.27,381.7432128,13.964,1.133300225,16.01,1.372,4.9,,3.86,785,0.508000026
Outflow,4/30/09,4,2009,0.4492,0.00559,0.0266,0.029525375,1.294216732,23.2,375.1964544,10.783,1.238091358,19.7,1.08,,,4.12,793,0
Outflow,5/7/09,5,2009,0.5984,0.00699,0.342,0.05640114,2.10095452,32.58,180.22002,6.123,1.70255338,21.2,1.403,3.4,,5.23,800,22.09800004
Outflow,5/14/09,5,2009,0.4974,0.0176,0.716,0.034132515,2.517798989,41.14,226.0918824,5.283,1.767666474,19.34,0.841,3.6,,5.07,807,0
Outflow,5/21/09,5,2009,0.5871,0.006962754,0.465985173,0.023158072,1.801,24.83,132.9892728,4.348,1.311856755,20.22,0.462,18.5,,2.52,814,0
Outflow,5/28/09,5,2009,0.5253,0.017341325,0.407557989,0.046279513,2.124,37.09,116.2958688,5.02,1.670162498,21.76,0.651,3.3,,5.06,821,0
Outflow,6/4/09,6,2009,0.5493,0.012772974,1.013737405,0.022532584,2.512,33.95,314.4419424,11.62,1.475730011,22.4,1.374,4.8,,4.77,828,1.778000034
Outflow,6/11/09,6,2009,0.5998,0.012272085,1.808650769,0.02273336,3.193,35.7,224.3219688,8.414,1.361615871,22.97,1.03,3.6,,5.55,835,0
Outflow,6/18/09,6,2009,0.6169,0.00261,1.70461,0.0089249,3.268,41.51,377.95572,15.523,1.5544651,23.29,1.54,7.3,,5.36,842,3.809999966
Outflow,6/25/09,6,2009,0.6552,0.00353,1.55054,0.0229999,2.876,33.67,728.2706304,43.807,1.3024601,19.24,0.223,6.6,,4.66,849,0.254000013
Outflow,7/2/09,7,2009,0.6683,0.0025,0.71558,0.00913884,1.932,28.87,579.4384648,73.586,1.20728116,25.4,2.18,3.8,,5.96,856,0.254000013
Outflow,7/9/09,7,2009,0.7441,0.0025,0.131108,0.01882244,1.37,24.43,130.9649232,3.717,1.22006956,25.93,0.537,32.1,,4.61,863,0.508000026
Outflow,7/16/09,7,2009,0.7414,0.00703,0.0050191,0.05288394,1.36,30.6,44.47777232,1.885,1.30209696,24.89,0.152,14.2,,4.3,870,0
Outflow,7/23/09,7,2009,0.7209,0.0025,0.0129214,0.01066154,1.241,29.92,29.78011728,1.128,1.21741706,25.75,0.126,2.6,,4.3,877,3.810000024
Outflow,7/30/09,7,2009,0.6662,0.0025,0.131273301,0.01072256,1.339,32.38,41.08912541,2.317,1.197004139,27.4,0.159,9.1,,4.04,884,0.254000013
Outflow,8/7/09,8,2009,0.7463,0.0025,0.042670147,0.01685894,1.732,29.84,28.76630254,1.983,1.672470913,27.16,0.118,8.7,,3.14,892,1.016000053
Outflow,8/13/09,8,2009,0.6846,0.0025,0.015602641,0.07738178,1.397,35.41,30.53323455,2.288,1.30401558,26.18,0.112,2.2,,4.56,898,9.652000386
Outflow,8/20/09,8,2009,0.5904,0.006732876,0.0095007,0.027153595,1.445,37.685,40.84046858,2.965,1.408345705,26.83,0.182,2.6,,4.62,905,0.254000013
Outflow,8/27/09,8,2009,0.5784,0.006344654,0.0090318,0.007820044,1.346,37.21,48.51758112,3.43,1.329148156,27.4,0.2,7,,4.6,912,0
Outflow,9/4/09,9,2009,0.5643,0.00875412,0.116462,0.016591125,1.779,44.97,65.632104,2.185,1.645946875,23.6,0.252,4.6,,4.27,920,0
Outflow,9/11/09,9,2009,0.7807,0.0183702,0.057589,0.027726817,1.401,35.22,25.83407827,2.799,1.315684183,21.65,0.101,7,,4.03,927,0.254000013
Outflow,9/17/09,9,2009,0.7354,0.00768826,0.0119494,0.052113398,1.311,32.12,21.48197622,3.504,1.246937202,25.1,0.093,16.2,,3.82,933,0.508000026
Outflow,9/24/09,9,2009,0.6833,0.0052562,0.007302,0.066451455,1.44,38.03,6.764106491,0.925,1.366246545,23.81,0.168,4,,4.89,940,0.254000013
Outflow,10/1/09,10,2009,0.7019,0.0139698,0.007032,0.0005,1.325,37.62,29.13761957,2.14,1.317468,20.19,0.12,14.7,,4.89,947,0.254000013
Outflow,10/8/09,10,2009,0.6454,0.0025,0.146425714,0.043411872,1.782,35.61,35.33229623,2.57,1.592162414,20.32,0.132,36.3,,4.86,954,0.254000013
Outflow,10/15/09,10,2009,0.5469,0.0041488,0.4808945,0.063439676,2.122,38.66,51.23744736,2.72,1.577665824,17.35,0.26,17.7,,4.8,961,7.366000151
Outflow,10/22/09,10,2009,0.6535,0.00996,0.97838,0.0005,3.016,46.37,102.4121808,2.89,2.03712,17.41,0.219,21.7,,3.55,968,0.508000026
Outflow,10/29/09,10,2009,0.6575,0.020468,0.430952,0.001671042,2.595,49.72,43.13714195,3.42,2.162376958,18.76,0.176,41.2,,4.36,975,0
Outflow,11/5/09,11,2009,0.7109,0.025278,0.48096,0.0005,2.7785,49.55,61.0743852,2.74,2.29704,15.07,0.191,7.4,,3.41,982,0.254000013
Outflow,11/15/09,11,2009,,0.007766834,0.100205213,0.035491933,1.219926199,24.6,16.42958542,3.63,1.084229053,16.93,0.07,40.3,,3.65,992,0.254000013
Outflow,11/19/09,11,2009,1.1776,0.010370171,0.09205718,0.097196932,1.05904059,17.09,9.977805718,3.13,0.869786478,16.95,0.086,23.9,,4,996,0.254000013
Outflow,11/25/09,11,2009,1.0854,0.013939292,0.095795574,0.001316268,1.517343173,31.04,12.61201434,4.52,1.420231332,14.97,0.067,17.2,,4.56,1002,0.508000026
Outflow,12/3/09,12,2009,0.9953,0.013024164,0.21024082,0.006262897,1.673800738,34.57,16.35491486,4.2,1.457297021,15.75,0.078,72.4,,3.87,1010,6.35000004
Outflow,12/10/09,12,2009,0.9474,0.011027857,0.172758171,0.0005,1.352978454,35.29,16.05657323,5.17,1.179720282,13.77,0.081,66,,3.91,1017,0.761999981
Outflow,12/19/09,12,2009,0.9103,0.0025,0.214831657,0.001143853,1.214828897,32.51,19.38147877,7.84,0.998853387,8.35,0.095,78.5,,4.47,1026,11.68400043
Outflow,12/26/09,12,2009,0.9071,0.0025,0.087569829,0.031422711,1.038656527,27.45,18.11594424,7.9,0.919663988,10.85,0.089,86.3,,3.92,1033,22.60600042
Outflow,12/30/09,12,2009,0.9139,0.0025,0.096791429,0.099282244,1.155893536,29.05,18.54804292,9.64,0.959819864,5.18,0.097,73.3,,5.39,1037,0
Outflow,1/7/10,1,2010,0.8446,0.0025,0.090913143,0.093452928,1.032319392,27.685,17.79348458,9.47,0.847953321,3.62,0.122,59.9,,5.44,1045,0.251612413
Outflow,1/14/10,1,2010,0.7635,0.0025,0.066646406,0.0005,1.016,25.05,17.37218686,9.99,0.948853594,4.73,0.101,99.3,,5.89,1052,0.503224826
Outflow,1/21/10,1,2010,0.7851,0.0025,0.140561812,0.111607373,1.122,27.93,18.42164023,9.58,0.869830815,8.54,0.095,68.1,,5.44,1059,15.85158151
Outflow,1/28/10,1,2010,0.8963,0.0025,0.144376957,0.22537726,1.177,24.9,17.62164096,12.723,0.807245784,9.64,0.091,55.7,,5.24,1066,0.251612413
Outflow,2/3/10,2,2010,0.9402,0.0025,0.051830334,0.061893265,0.9471,21.89,15.52949895,9.45,0.833376401,5.39,0.083,97.6,,5.7,1072,2.516124131
Outflow,2/11/10,2,2010,0.9319,0.0025,0.035842833,0.223074866,0.9978,19.485,15.9663157,11.174,0.738882302,5.74,0.088,111,,6.15,1080,0.251612413
Outflow,2/17/10,2,2010,0.8734,0.0025,0.03073328,0.12880867,0.6553,18.51,12.36615586,10.409,0.49575805,6.62,0.078,90.5,,4.38,1086,0.251612413
Outflow,2/25/10,2,2010,0.822,0.0025,0.1086584,0.0333312,0.8436,23.97,15.58254049,9.582,0.7016104,8.61,0.086,90.9,,4.71,1094,4.025798552
Outflow,3/3/10,3,2010,0.8719,0.0025,0.054744143,0.029654101,0.7221,24.61,15.77882972,7.329,0.637701756,6.2,0.069,132.1,,4.3,1100,13.58706979
Outflow,3/10/10,3,2010,0.8259,0.0025,0.064322229,0.019813703,1.042,38.35,14.89704214,8.461,0.957864068,14.62,0.083,117.6,,4,1107,1.761286892
Outflow,3/18/10,3,2010,0.8333,0.0025,0.261186714,0.018944791,1.753,26.79,14.09966178,6.121,1.472868495,13.34,0.084,70.3,,3.11,1115,0
Outflow,3/25/10,3,2010,0.7557,0.008135909,0.356398821,0.018960104,1.821,31.01,16.50107859,4.968,1.445641075,16.98,0.09,83.9,,3.48,1122,0.251612413
Outflow,4/1/10,4,2010,0.7723,0.0025,0.245928179,0.012437184,1.498,29.64,19.15927957,3.35,1.239634638,16.03,0.096,39,,3.05,1129,0.251612413
Outflow,4/8/10,4,2010,0.7182,0.015988002,0.117399486,0.017202524,1.407,37.76,22.01731181,2.097,1.272397991,23.53,0.103,60.4,,4.72,1136,0
Outflow,4/15/10,4,2010,0.6514,0.0025,0.045741157,0.017039712,1.466,38.78,25.98242931,1.899,1.403219131,17.19,0.115,61.5,,2.96,1143,0
Outflow,4/20/10,4,2010,0.5749,0.0025,0.145769943,0.014762048,1.6175,42.81,34.38076383,1.68,1.456968009,18.6,0.148,20.5,,3.47,1148,0
Outflow,4/29/10,4,2010,0.6009,0.021953318,0.794370588,0.01078649,2.385,50.32,48.47892945,2.328,1.579842922,18.54,0.201,18,,3.99,1157,0.503224826
Outflow,5/5/10,5,2010,0.5907,0.046807619,1.033083118,0.10937645,2.342,42.61,45.6452178,2.419,1.199540432,24.5,0.199,10.6,,4.4,1163,0.503224826
Outflow,5/13/10,5,2010,0.4945,0.021694,1.075,0.03879033,3.269,55.46,62.70797748,3.005,2.15520967,21.8,0.258,45.4,,4.65,1171,25.91607734
Outflow,5/19/10,5,2010,0.5414,0.024962,1.17,0.13991478,3.446,57.77,86.99291244,3.261,2.13608522,23.33,0.373,16.3,,4.05,1177,0.754837239
Outflow,5/27/10,5,2010,0.6601,0.02367,0.099645,0.14628782,1.517,33.08,20.92697952,1.186,1.27106718,,,,,,1185,0.251612413
Outflow,6/3/10,6,2010,0.5937,0.019148,0.131865,0.08344917,1.798,41.81,23.25102696,1.158,1.58268583,24.4,0.124,6,,4.7,1192,0.251612413
Outflow,6/10/10,6,2010,0.5538,0.0025,0.022707302,0.085433371,1.517,45.71,30.97336513,1.781,1.408859328,24.8,0.143,13.4,,4.21,1199,0.299528302
